

=== Predictions on test data ===

    inst#     actual  predicted error prediction
    32323        1:?   1:lncRNA       0.852 
    32324        1:?   1:lncRNA       0.852 
    32325        1:?   1:lncRNA       0.782 
    32326        1:?     2:mRNA       1 
    32327        1:?     2:mRNA       1 
    32328        1:?     2:mRNA       0.596 
    32329        1:?     2:mRNA       1 
    32330        1:?   1:lncRNA       0.697 
    32331        1:?   1:lncRNA       0.697 
    32332        1:?   1:lncRNA       0.863 
    32333        1:?     2:mRNA       1 
    32334        1:?     2:mRNA       1 
    32335        1:?     2:mRNA       0.596 
    32336        1:?     2:mRNA       1 
    32337        1:?     2:mRNA       1 
    32338        1:?     2:mRNA       1 
    32339        1:?     2:mRNA       1 
    32340        1:?     2:mRNA       1 
    32341        1:?     2:mRNA       1 
    32342        1:?     2:mRNA       1 
    32343        1:?   1:lncRNA       0.863 
    32344        1:?   1:lncRNA       0.852 
    32345        1:?     2:mRNA       0.596 
    32346        1:?     2:mRNA       1 
    32347        1:?     2:mRNA       0.596 
    32348        1:?     2:mRNA       0.596 
    32349        1:?     2:mRNA       1 
    32350        1:?     2:mRNA       1 
    32351        1:?   1:lncRNA       0.782 
    32352        1:?     2:mRNA       1 
    32353        1:?   1:lncRNA       0.852 
    32354        1:?   1:lncRNA       0.852 
    32355        1:?   1:lncRNA       0.863 
    32356        1:?   1:lncRNA       0.852 
    32357        1:?     2:mRNA       0.596 
    32358        1:?   1:lncRNA       0.852 
    32359        1:?   1:lncRNA       0.852 
    32360        1:?   1:lncRNA       0.852 
    32361        1:?   1:lncRNA       0.852 
    32362        1:?   1:lncRNA       0.852 
    32363        1:?   1:lncRNA       0.852 
    32364        1:?   1:lncRNA       0.863 
    32365        1:?   1:lncRNA       0.782 
    32366        1:?   1:lncRNA       0.863 
    32367        1:?   1:lncRNA       0.863 
    32368        1:?   1:lncRNA       0.863 
    32369        1:?     2:mRNA       0.596 
    32370        1:?   1:lncRNA       0.863 
    32371        1:?   1:lncRNA       0.852 
    32372        1:?   1:lncRNA       0.852 
    32373        1:?     2:mRNA       1 
    32374        1:?   1:lncRNA       0.863 
    32375        1:?   1:lncRNA       0.863 
    32376        1:?   1:lncRNA       0.863 
    32377        1:?     2:mRNA       1 
    32378        1:?     2:mRNA       1 
    32379        1:?     2:mRNA       1 
    32380        1:?     2:mRNA       1 
    32381        1:?   1:lncRNA       0.697 
    32382        1:?   1:lncRNA       0.697 
    32383        1:?   1:lncRNA       0.697 
    32384        1:?     2:mRNA       1 
    32385        1:?     2:mRNA       1 
    32386        1:?   1:lncRNA       0.863 
    32387        1:?     2:mRNA       0.596 
    32388        1:?   1:lncRNA       0.852 
    32389        1:?   1:lncRNA       0.852 
    32390        1:?     2:mRNA       1 
    32391        1:?     2:mRNA       0.596 
    32392        1:?     2:mRNA       0.596 
    32393        1:?   1:lncRNA       0.863 
    32394        1:?   1:lncRNA       0.852 
    32395        1:?   1:lncRNA       0.852 
    32396        1:?     2:mRNA       1 
    32397        1:?     2:mRNA       1 
    32398        1:?   1:lncRNA       0.852 
    32399        1:?   1:lncRNA       0.852 
    32400        1:?   1:lncRNA       0.852 
    32401        1:?     2:mRNA       1 
    32402        1:?     2:mRNA       1 
    32403        1:?     2:mRNA       1 
    32404        1:?   1:lncRNA       0.852 
    32405        1:?     2:mRNA       0.596 
    32406        1:?     2:mRNA       0.596 
    32407        1:?     2:mRNA       0.596 
    32408        1:?     2:mRNA       0.596 
    32409        1:?   1:lncRNA       0.863 
    32410        1:?     2:mRNA       0.596 
    32411        1:?   1:lncRNA       0.852 
    32412        1:?   1:lncRNA       0.852 
    32413        1:?   1:lncRNA       0.852 
    32414        1:?   1:lncRNA       0.863 
    32415        1:?   1:lncRNA       0.863 
    32416        1:?   1:lncRNA       0.863 
    32417        1:?   1:lncRNA       0.852 
    32418        1:?   1:lncRNA       0.863 
    32419        1:?   1:lncRNA       0.863 
    32420        1:?   1:lncRNA       0.852 
    32421        1:?     2:mRNA       1 
    32422        1:?   1:lncRNA       0.852 
    32423        1:?   1:lncRNA       0.852 
    32424        1:?   1:lncRNA       0.852 
    32425        1:?   1:lncRNA       0.852 
    32426        1:?   1:lncRNA       0.782 
    32427        1:?   1:lncRNA       0.863 
    32428        1:?   1:lncRNA       0.863 
    32429        1:?   1:lncRNA       0.863 
    32430        1:?   1:lncRNA       0.863 
    32431        1:?   1:lncRNA       0.852 
    32432        1:?     2:mRNA       1 
    32433        1:?   1:lncRNA       0.852 
    32434        1:?   1:lncRNA       0.852 
    32435        1:?   1:lncRNA       0.852 
    32436        1:?   1:lncRNA       0.852 
    32437        1:?   1:lncRNA       0.852 
    32438        1:?   1:lncRNA       0.782 
    32439        1:?   1:lncRNA       0.782 
    32440        1:?   1:lncRNA       0.782 
    32441        1:?   1:lncRNA       0.782 
    32442        1:?   1:lncRNA       0.782 
    32443        1:?   1:lncRNA       0.782 
    32444        1:?   1:lncRNA       0.782 
    32445        1:?   1:lncRNA       0.782 
    32446        1:?   1:lncRNA       0.782 
    32447        1:?   1:lncRNA       0.782 
    32448        1:?   1:lncRNA       0.782 
    32449        1:?   1:lncRNA       0.852 
    32450        1:?   1:lncRNA       0.863 
    32451        1:?   1:lncRNA       0.863 
    32452        1:?   1:lncRNA       0.863 
    32453        1:?   1:lncRNA       0.852 
    32454        1:?   1:lncRNA       0.852 
    32455        1:?   1:lncRNA       0.863 
    32456        1:?   1:lncRNA       0.852 
    32457        1:?   1:lncRNA       0.863 
    32458        1:?   1:lncRNA       0.852 
    32459        1:?     2:mRNA       0.596 
    32460        1:?   1:lncRNA       0.763 
    32461        1:?     2:mRNA       0.596 
    32462        1:?     2:mRNA       0.596 
    32463        1:?   1:lncRNA       0.763 
    32464        1:?   1:lncRNA       0.763 
    32465        1:?   1:lncRNA       0.763 
    32466        1:?   1:lncRNA       0.863 
    32467        1:?   1:lncRNA       0.863 
    32468        1:?   1:lncRNA       0.852 
    32469        1:?   1:lncRNA       0.852 
    32470        1:?     2:mRNA       1 
    32471        1:?     2:mRNA       1 
    32472        1:?   1:lncRNA       0.863 
    32473        1:?   1:lncRNA       0.852 
    32474        1:?   1:lncRNA       0.852 
    32475        1:?     2:mRNA       1 
    32476        1:?     2:mRNA       1 
    32477        1:?     2:mRNA       1 
    32478        1:?   1:lncRNA       0.863 
    32479        1:?     2:mRNA       1 
    32480        1:?     2:mRNA       1 
    32481        1:?     2:mRNA       1 
    32482        1:?     2:mRNA       1 
    32483        1:?   1:lncRNA       0.852 
    32484        1:?   1:lncRNA       0.852 
    32485        1:?   1:lncRNA       0.863 
    32486        1:?   1:lncRNA       0.863 
    32487        1:?   1:lncRNA       0.852 
    32488        1:?   1:lncRNA       0.863 
    32489        1:?   1:lncRNA       0.852 
    32490        1:?   1:lncRNA       0.852 
    32491        1:?   1:lncRNA       0.852 
    32492        1:?     2:mRNA       1 
    32493        1:?     2:mRNA       1 
    32494        1:?     2:mRNA       1 
    32495        1:?     2:mRNA       1 
    32496        1:?     2:mRNA       1 
    32497        1:?   1:lncRNA       0.863 
    32498        1:?   1:lncRNA       0.852 
    32499        1:?   1:lncRNA       0.852 
    32500        1:?   1:lncRNA       0.863 
    32501        1:?   1:lncRNA       0.852 
    32502        1:?   1:lncRNA       0.852 
    32503        1:?     2:mRNA       1 
    32504        1:?     2:mRNA       1 
    32505        1:?     2:mRNA       1 
    32506        1:?   1:lncRNA       0.863 
    32507        1:?     2:mRNA       1 
    32508        1:?   1:lncRNA       0.852 
    32509        1:?   1:lncRNA       0.852 
    32510        1:?   1:lncRNA       0.852 
    32511        1:?   1:lncRNA       0.852 
    32512        1:?   1:lncRNA       0.929 
    32513        1:?   1:lncRNA       0.852 
    32514        1:?   1:lncRNA       0.852 
    32515        1:?   1:lncRNA       0.852 
    32516        1:?   1:lncRNA       0.863 
    32517        1:?   1:lncRNA       0.863 
    32518        1:?   1:lncRNA       0.863 
    32519        1:?     2:mRNA       1 
    32520        1:?     2:mRNA       1 
    32521        1:?     2:mRNA       1 
    32522        1:?     2:mRNA       1 
    32523        1:?     2:mRNA       1 
    32524        1:?     2:mRNA       1 
    32525        1:?     2:mRNA       1 
    32526        1:?     2:mRNA       1 
    32527        1:?     2:mRNA       1 
    32528        1:?     2:mRNA       1 
    32529        1:?     2:mRNA       1 
    32530        1:?     2:mRNA       1 
    32531        1:?     2:mRNA       1 
    32532        1:?     2:mRNA       1 
    32533        1:?     2:mRNA       1 
    32534        1:?     2:mRNA       1 
    32535        1:?     2:mRNA       1 
    32536        1:?     2:mRNA       1 
    32537        1:?     2:mRNA       0.596 
    32538        1:?   1:lncRNA       0.852 
    32539        1:?   1:lncRNA       0.852 
    32540        1:?     2:mRNA       0.596 
    32541        1:?   1:lncRNA       0.863 
    32542        1:?   1:lncRNA       0.863 
    32543        1:?   1:lncRNA       0.852 
    32544        1:?   1:lncRNA       0.863 
    32545        1:?   1:lncRNA       0.863 
    32546        1:?   1:lncRNA       0.852 
    32547        1:?   1:lncRNA       0.763 
    32548        1:?   1:lncRNA       0.852 
    32549        1:?   1:lncRNA       0.852 
    32550        1:?     2:mRNA       0.596 
    32551        1:?     2:mRNA       0.596 
    32552        1:?   1:lncRNA       0.852 
    32553        1:?     2:mRNA       1 
    32554        1:?   1:lncRNA       0.852 
    32555        1:?   1:lncRNA       0.852 
    32556        1:?   1:lncRNA       0.852 
    32557        1:?   1:lncRNA       0.852 
    32558        1:?   1:lncRNA       0.852 
    32559        1:?   1:lncRNA       0.852 
    32560        1:?   1:lncRNA       0.852 
    32561        1:?   1:lncRNA       0.852 
    32562        1:?   1:lncRNA       0.863 
    32563        1:?   1:lncRNA       0.852 
    32564        1:?   1:lncRNA       0.852 
    32565        1:?   1:lncRNA       0.863 
    32566        1:?   1:lncRNA       0.852 
    32567        1:?   1:lncRNA       0.863 
    32568        1:?   1:lncRNA       0.852 
    32569        1:?   1:lncRNA       0.852 
    32570        1:?   1:lncRNA       0.782 
    32571        1:?   1:lncRNA       0.852 
    32572        1:?   1:lncRNA       0.863 
    32573        1:?   1:lncRNA       0.863 
    32574        1:?   1:lncRNA       0.852 
    32575        1:?   1:lncRNA       0.852 
    32576        1:?   1:lncRNA       0.782 
    32577        1:?     2:mRNA       1 
    32578        1:?     2:mRNA       1 
    32579        1:?   1:lncRNA       0.852 
    32580        1:?     2:mRNA       0.596 
    32581        1:?   1:lncRNA       0.852 
    32582        1:?   1:lncRNA       0.852 
    32583        1:?   1:lncRNA       0.763 
    32584        1:?   1:lncRNA       0.852 
    32585        1:?   1:lncRNA       0.852 
    32586        1:?   1:lncRNA       0.852 
    32587        1:?   1:lncRNA       0.852 
    32588        1:?   1:lncRNA       0.852 
    32589        1:?   1:lncRNA       0.852 
    32590        1:?   1:lncRNA       0.852 
    32591        1:?     2:mRNA       1 
    32592        1:?   1:lncRNA       0.863 
    32593        1:?     2:mRNA       1 
    32594        1:?   1:lncRNA       0.852 
    32595        1:?   1:lncRNA       0.852 
    32596        1:?     2:mRNA       1 
    32597        1:?   1:lncRNA       0.852 
    32598        1:?   1:lncRNA       0.852 
    32599        1:?   1:lncRNA       0.852 
    32600        1:?   1:lncRNA       0.825 
    32601        1:?   1:lncRNA       0.763 
    32602        1:?     2:mRNA       0.596 
    32603        1:?     2:mRNA       0.596 
    32604        1:?     2:mRNA       0.596 
    32605        1:?     2:mRNA       0.596 
    32606        1:?     2:mRNA       0.596 
    32607        1:?     2:mRNA       0.596 
    32608        1:?     2:mRNA       0.596 
    32609        1:?   1:lncRNA       0.863 
    32610        1:?   1:lncRNA       0.852 
    32611        1:?   1:lncRNA       0.852 
    32612        1:?   1:lncRNA       0.863 
    32613        1:?   1:lncRNA       0.852 
    32614        1:?   1:lncRNA       0.782 
    32615        1:?   1:lncRNA       0.782 
    32616        1:?   1:lncRNA       0.782 
    32617        1:?     2:mRNA       1 
    32618        1:?     2:mRNA       1 
    32619        1:?   1:lncRNA       0.782 
    32620        1:?   1:lncRNA       0.863 
    32621        1:?   1:lncRNA       0.863 
    32622        1:?   1:lncRNA       0.863 
    32623        1:?   1:lncRNA       0.863 
    32624        1:?   1:lncRNA       0.782 
    32625        1:?   1:lncRNA       0.852 
    32626        1:?   1:lncRNA       0.782 
    32627        1:?     2:mRNA       1 
    32628        1:?   1:lncRNA       0.863 
    32629        1:?   1:lncRNA       0.852 
    32630        1:?   1:lncRNA       0.863 
    32631        1:?     2:mRNA       1 
    32632        1:?   1:lncRNA       0.863 
    32633        1:?   1:lncRNA       0.863 
    32634        1:?   1:lncRNA       0.852 
    32635        1:?   1:lncRNA       0.825 
    32636        1:?     2:mRNA       0.596 
    32637        1:?   1:lncRNA       0.76 
    32638        1:?     2:mRNA       0.596 
    32639        1:?   1:lncRNA       0.697 
    32640        1:?   1:lncRNA       0.76 
    32641        1:?     2:mRNA       0.596 
    32642        1:?   1:lncRNA       0.825 
    32643        1:?   1:lncRNA       0.825 
    32644        1:?     2:mRNA       0.596 
    32645        1:?     2:mRNA       0.596 
    32646        1:?     2:mRNA       0.596 
    32647        1:?     2:mRNA       0.596 
    32648        1:?   1:lncRNA       0.825 
    32649        1:?     2:mRNA       0.596 
    32650        1:?   1:lncRNA       0.825 
    32651        1:?   1:lncRNA       0.825 
    32652        1:?   1:lncRNA       0.825 
    32653        1:?     2:mRNA       0.596 
